,Year,Province,Sex,Age_group,Indicators_Mental_Health,Num_Person_Mental_H,J_L_R_Dissatisfied,J_L_R_Going_to_school,J_L_R_not_worked_last_year,J_L_R_Job_leavers,J_L_R_Jobs_losers,J_L_R_Never_worked,J_L_R_Other_reasons,J_L_R_Own_illness_disability,J_L_R_Permanent_layoff,J_L_R_Personal_family_reasons,J_L_R_Retired,J_L_R_Temporary_layoff
27,2002,Alberta,Females,2,"Suicidal thoughts, life",76757.0,8800.0,9200.0,174900.0,66200.0,38100.0,20700.0,12700.0,12900.0,36300.0,19900.0,0.0,0.0
28,2002,Alberta,Females,3,"Cannabis use, 12 months",8422.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
29,2002,Alberta,Females,3,"Cannabis use, life",103354.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
30,2002,Alberta,Females,3,"Eating disorder, current diagnosed condition",0.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
31,2002,Alberta,Females,3,"Major depressive episode, 12 months",22897.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
32,2002,Alberta,Females,3,"Major depressive episode, life",61092.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
33,2002,Alberta,Females,3,"Perceived mental health, fair or poor",38041.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
34,2002,Alberta,Females,3,"Perceived mental health, good",102048.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
35,2002,Alberta,Females,3,"Perceived mental health, very good or excellent",203768.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
36,2002,Alberta,Females,3,"Post-traumatic stress disorder, current diagnosed condition",0.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
37,2002,Alberta,Females,3,"Self-rated work stress, days a bit stressful",103159.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
38,2002,Alberta,Females,3,"Self-rated work stress, days not at all or not very stressful",74221.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
39,2002,Alberta,Females,3,"Self-rated work stress, days quite a bit or extremely stressful",83095.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
40,2002,Alberta,Females,3,"Suicidal thoughts, 12 months",17754.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
41,2002,Alberta,Females,3,"Suicidal thoughts, life",55441.0,0.0,0.0,94200.0,8800.0,5000.0,9600.0,0.0,0.0,4900.0,0.0,4700.0,0.0
42,2002,Alberta,Females,4,"Cannabis use, 12 months",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
43,2002,Alberta,Females,4,"Cannabis use, life",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
44,2002,Alberta,Females,4,"Eating disorder, current diagnosed condition",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
45,2002,Alberta,Females,4,"Major depressive episode, 12 months",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
46,2002,Alberta,Females,4,"Major depressive episode, life",9927.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
47,2002,Alberta,Females,4,"Perceived mental health, fair or poor",8446.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
48,2002,Alberta,Females,4,"Perceived mental health, good",50813.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
49,2002,Alberta,Females,4,"Perceived mental health, very good or excellent",102162.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
50,2002,Alberta,Females,4,"Post-traumatic stress disorder, current diagnosed condition",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
51,2002,Alberta,Females,4,"Self-rated work stress, days a bit stressful",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
52,2002,Alberta,Females,4,"Self-rated work stress, days not at all or not very stressful",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
53,2002,Alberta,Females,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
54,2002,Alberta,Females,4,"Suicidal thoughts, 12 months",0.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
55,2002,Alberta,Females,4,"Suicidal thoughts, life",9215.0,0.0,0.0,245600.0,4600.0,0.0,50200.0,0.0,0.0,0.0,0.0,3600.0,0.0
56,2002,Alberta,Males,1,"Cannabis use, 12 months",87298.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
57,2002,Alberta,Males,1,"Cannabis use, life",131680.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
58,2002,Alberta,Males,1,"Eating disorder, current diagnosed condition",0.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
59,2002,Alberta,Males,1,"Major depressive episode, 12 months",11971.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
60,2002,Alberta,Males,1,"Major depressive episode, life",16383.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
61,2002,Alberta,Males,1,"Perceived mental health, fair or poor",7293.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
62,2002,Alberta,Males,1,"Perceived mental health, good",61193.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
63,2002,Alberta,Males,1,"Perceived mental health, very good or excellent",165409.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
64,2002,Alberta,Males,1,"Post-traumatic stress disorder, current diagnosed condition",0.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
65,2002,Alberta,Males,1,"Self-rated work stress, days a bit stressful",79358.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
66,2002,Alberta,Males,1,"Self-rated work stress, days not at all or not very stressful",90376.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
67,2002,Alberta,Males,1,"Self-rated work stress, days quite a bit or extremely stressful",24106.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
68,2002,Alberta,Males,1,"Suicidal thoughts, 12 months",14508.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
69,2002,Alberta,Males,1,"Suicidal thoughts, life",40810.0,14200.0,54100.0,15400.0,79600.0,29800.0,44200.0,2100.0,1600.0,27100.0,1900.0,0.0,0.0
70,2002,Alberta,Males,2,"Cannabis use, 12 months",99953.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
71,2002,Alberta,Males,2,"Cannabis use, life",348462.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
72,2002,Alberta,Males,2,"Eating disorder, current diagnosed condition",0.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
73,2002,Alberta,Males,2,"Major depressive episode, 12 months",24462.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
74,2002,Alberta,Males,2,"Major depressive episode, life",50296.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
75,2002,Alberta,Males,2,"Perceived mental health, fair or poor",34523.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
76,2002,Alberta,Males,2,"Perceived mental health, good",147280.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
77,2002,Alberta,Males,2,"Perceived mental health, very good or excellent",317397.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
78,2002,Alberta,Males,2,"Post-traumatic stress disorder, current diagnosed condition",0.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
79,2002,Alberta,Males,2,"Self-rated work stress, days a bit stressful",214484.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
80,2002,Alberta,Males,2,"Self-rated work stress, days not at all or not very stressful",127795.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
81,2002,Alberta,Males,2,"Self-rated work stress, days quite a bit or extremely stressful",140445.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
82,2002,Alberta,Males,2,"Suicidal thoughts, 12 months",24669.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
83,2002,Alberta,Males,2,"Suicidal thoughts, life",93391.0,8800.0,10300.0,46900.0,36500.0,55800.0,6800.0,4700.0,7000.0,48900.0,0.0,0.0,7000.0
84,2002,Alberta,Males,3,"Cannabis use, 12 months",16082.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
85,2002,Alberta,Males,3,"Cannabis use, life",151745.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
86,2002,Alberta,Males,3,"Eating disorder, current diagnosed condition",0.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
87,2002,Alberta,Males,3,"Major depressive episode, 12 months",22047.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
88,2002,Alberta,Males,3,"Major depressive episode, life",39371.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
89,2002,Alberta,Males,3,"Perceived mental health, fair or poor",28039.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
90,2002,Alberta,Males,3,"Perceived mental health, good",119807.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
91,2002,Alberta,Males,3,"Perceived mental health, very good or excellent",206151.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
92,2002,Alberta,Males,3,"Post-traumatic stress disorder, current diagnosed condition",0.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
93,2002,Alberta,Males,3,"Self-rated work stress, days a bit stressful",115847.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
94,2002,Alberta,Males,3,"Self-rated work stress, days not at all or not very stressful",98722.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
95,2002,Alberta,Males,3,"Self-rated work stress, days quite a bit or extremely stressful",97447.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
96,2002,Alberta,Males,3,"Suicidal thoughts, 12 months",12622.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
97,2002,Alberta,Males,3,"Suicidal thoughts, life",36926.0,0.0,0.0,48000.0,9500.0,8200.0,0.0,0.0,0.0,7700.0,0.0,5400.0,0.0
98,2002,Alberta,Males,4,"Cannabis use, 12 months",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
99,2002,Alberta,Males,4,"Cannabis use, life",17438.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
100,2002,Alberta,Males,4,"Eating disorder, current diagnosed condition",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
101,2002,Alberta,Males,4,"Major depressive episode, 12 months",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
102,2002,Alberta,Males,4,"Major depressive episode, life",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
103,2002,Alberta,Males,4,"Perceived mental health, fair or poor",13770.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
104,2002,Alberta,Males,4,"Perceived mental health, good",38250.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
105,2002,Alberta,Males,4,"Perceived mental health, very good or excellent",81681.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
106,2002,Alberta,Males,4,"Post-traumatic stress disorder, current diagnosed condition",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
107,2002,Alberta,Males,4,"Self-rated work stress, days a bit stressful",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
108,2002,Alberta,Males,4,"Self-rated work stress, days not at all or not very stressful",12824.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
109,2002,Alberta,Males,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
110,2002,Alberta,Males,4,"Suicidal thoughts, 12 months",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
111,2002,Alberta,Males,4,"Suicidal thoughts, life",0.0,0.0,0.0,213700.0,7700.0,0.0,6200.0,0.0,0.0,0.0,0.0,5900.0,0.0
112,2002,British Columbia,Females,1,"Cannabis use, 12 months",84976.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
113,2002,British Columbia,Females,1,"Cannabis use, life",153560.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
114,2002,British Columbia,Females,1,"Eating disorder, current diagnosed condition",0.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
115,2002,British Columbia,Females,1,"Major depressive episode, 12 months",18037.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
116,2002,British Columbia,Females,1,"Major depressive episode, life",35538.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
117,2002,British Columbia,Females,1,"Perceived mental health, fair or poor",27694.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
118,2002,British Columbia,Females,1,"Perceived mental health, good",83805.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
119,2002,British Columbia,Females,1,"Perceived mental health, very good or excellent",155970.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
120,2002,British Columbia,Females,1,"Post-traumatic stress disorder, current diagnosed condition",0.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
121,2002,British Columbia,Females,1,"Self-rated work stress, days a bit stressful",60247.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
122,2002,British Columbia,Females,1,"Self-rated work stress, days not at all or not very stressful",85004.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
123,2002,British Columbia,Females,1,"Self-rated work stress, days quite a bit or extremely stressful",53900.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
124,2002,British Columbia,Females,1,"Suicidal thoughts, 12 months",26293.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
125,2002,British Columbia,Females,1,"Suicidal thoughts, life",62958.0,9000.0,45000.0,32300.0,71800.0,31000.0,104500.0,6400.0,3200.0,29800.0,6000.0,0.0,0.0
126,2002,British Columbia,Females,2,"Cannabis use, 12 months",87104.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
127,2002,British Columbia,Females,2,"Cannabis use, life",345884.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
128,2002,British Columbia,Females,2,"Eating disorder, current diagnosed condition",0.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
129,2002,British Columbia,Females,2,"Major depressive episode, 12 months",51868.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
130,2002,British Columbia,Females,2,"Major depressive episode, life",123369.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
131,2002,British Columbia,Females,2,"Perceived mental health, fair or poor",71271.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
132,2002,British Columbia,Females,2,"Perceived mental health, good",201137.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
133,2002,British Columbia,Females,2,"Perceived mental health, very good or excellent",351773.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
134,2002,British Columbia,Females,2,"Post-traumatic stress disorder, current diagnosed condition",20226.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
135,2002,British Columbia,Females,2,"Self-rated work stress, days a bit stressful",225340.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
136,2002,British Columbia,Females,2,"Self-rated work stress, days not at all or not very stressful",136100.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
137,2002,British Columbia,Females,2,"Self-rated work stress, days quite a bit or extremely stressful",150759.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
138,2002,British Columbia,Females,2,"Suicidal thoughts, 12 months",28246.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
139,2002,British Columbia,Females,2,"Suicidal thoughts, life",123475.0,10000.0,8900.0,306400.0,69400.0,75200.0,49000.0,20900.0,9600.0,71000.0,16700.0,0.0,4400.0
140,2002,British Columbia,Females,3,"Cannabis use, 12 months",26687.0,0.0,0.0,174800.0,15000.0,11600.0,19100.0,0.0,3100.0,11200.0,0.0,8300.0,0.0
141,2002,British Columbia,Females,3,"Cannabis use, life",200297.0,0.0,0.0,174800.0,15000.0,11600.0,19100.0,0.0,3100.0,11200.0,0.0,8300.0,0.0
142,2002,British Columbia,Females,3,"Eating disorder, current diagnosed condition",0.0,0.0,0.0,174800.0,15000.0,11600.0,19100.0,0.0,3100.0,11200.0,0.0,8300.0,0.0
143,2002,British Columbia,Females,3,"Major depressive episode, 12 months",26526.0,0.0,0.0,174800.0,15000.0,11600.0,19100.0,0.0,3100.0,11200.0,0.0,8300.0,0.0
144,2002,British Columbia,Females,3,"Major depressive episode, life",118029.0,0.0,0.0,174800.0,15000.0,11600.0,19100.0,0.0,3100.0,11200.0,0.0,8300.0,0.0
145,2002,British Columbia,Females,3,"Perceived mental health, fair or poor",35257.0,0.0,0.0,174800.0,15000.0,11600.0,19100.0,0.0,3100.0,11200.0,0.0,8300.0,0.0
146,2002,British Columbia,Females,3,"Perceived mental health, good",143352.0,0.0,0.0,174800.0,15000.0,11600.0,19100.0,0.0,3100.0,11200.0,0.0,8300.0,0.0
147,2002,British Columbia,Females,3,"Perceived mental health, very good or excellent",340954.0,0.0,0.0,174800.0,15000.0,11600.0,19100.0,0.0,3100.0,11200.0,0.0,8300.0,0.0
