,Year,Province,Sex,Age_group,Num_Person_Health,J_L_R_Dissatisfied,J_L_R_Going_to_school,J_L_R_not_worked_last_year,J_L_R_Job_leavers,J_L_R_Jobs_losers,J_L_R_Never_worked,J_L_R_Other_reasons,J_L_R_Own_illness_disability,J_L_R_Permanent_layoff,J_L_R_Personal_family_reasons,J_L_R_Retired,J_L_R_Temporary_layoff,Indicators_Health,class
13,2017,Alberta,Females,1,128800.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,Heavy drinking,1
14,2017,Alberta,Females,1,0.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,High blood pressure,1
15,2017,Alberta,Females,1,169200.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,Influenza immunization in the past 12 months,1
16,2017,Alberta,Females,1,493900.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,"Life satisfaction, satisfied or very satisfied",1
17,2017,Alberta,Females,1,72300.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,Mood disorder,1
18,2017,Alberta,Females,1,35200.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,"Perceived health, fair or poor",1
19,2017,Alberta,Females,1,359700.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,"Perceived health, very good or excellent",1
20,2017,Alberta,Females,1,122700.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,"Perceived life stress, most days quite a bit or extremely stressful",1
21,2017,Alberta,Females,1,52700.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,"Perceived mental health, fair or poor",1
22,2017,Alberta,Females,1,325300.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,"Perceived mental health, very good or excellent",1
23,2017,Alberta,Females,1,336800.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",1
24,2017,Alberta,Females,1,335600.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0,"Sense of belonging to local community, somewhat strong or very strong",1
25,2017,Alberta,Females,2,44600.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Arthritis (15 years and over),0
26,2017,Alberta,Females,2,39500.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Asthma,0
27,2017,Alberta,Females,2,133000.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Body mass index, adjusted self-reported, adult (18 years and over), obese",0
28,2017,Alberta,Females,2,112300.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",0
29,2017,Alberta,Females,2,61400.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Breast milk feeding initiation,0
30,2017,Alberta,Females,2,7900.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Chronic obstructive pulmonary disease (COPD; 35 years and over),0
31,2017,Alberta,Females,2,0.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Contact with a medical doctor in the past 12 months,0
32,2017,Alberta,Females,2,50900.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Current smoker, daily",0
33,2017,Alberta,Females,2,58000.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Current smoker, daily or occasional",0
34,2017,Alberta,Females,2,15400.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Diabetes,0
35,2017,Alberta,Females,2,22300.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Exclusive breastfeeding, at least 6 months",0
36,2017,Alberta,Females,2,159600.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Fruit and vegetable consumption, 5 times or more per day",0
37,2017,Alberta,Females,2,391100.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Has a regular healthcare provider,0
38,2017,Alberta,Females,2,79600.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Heavy drinking,0
39,2017,Alberta,Females,2,40800.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,High blood pressure,0
40,2017,Alberta,Females,2,132600.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Influenza immunization in the past 12 months,0
41,2017,Alberta,Females,2,414500.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Life satisfaction, satisfied or very satisfied",0
42,2017,Alberta,Females,2,54200.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,Mood disorder,0
43,2017,Alberta,Females,2,34800.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Perceived health, fair or poor",0
44,2017,Alberta,Females,2,288700.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Perceived health, very good or excellent",0
45,2017,Alberta,Females,2,101900.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Perceived life stress, most days quite a bit or extremely stressful",0
46,2017,Alberta,Females,2,26700.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Perceived mental health, fair or poor",0
47,2017,Alberta,Females,2,307100.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Perceived mental health, very good or excellent",0
48,2017,Alberta,Females,2,275400.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",0
49,2017,Alberta,Females,2,286400.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0,"Sense of belonging to local community, somewhat strong or very strong",0
50,2017,Alberta,Females,3,127600.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Arthritis (15 years and over),1
51,2017,Alberta,Females,3,24800.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Asthma,1
52,2017,Alberta,Females,3,112400.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Body mass index, adjusted self-reported, adult (18 years and over), obese",1
53,2017,Alberta,Females,3,112000.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",1
54,2017,Alberta,Females,3,0.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Breast milk feeding initiation,1
55,2017,Alberta,Females,3,16100.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Chronic obstructive pulmonary disease (COPD; 35 years and over),1
56,2017,Alberta,Females,3,0.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Contact with a medical doctor in the past 12 months,1
57,2017,Alberta,Females,3,42000.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Current smoker, daily",1
58,2017,Alberta,Females,3,49400.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Current smoker, daily or occasional",1
59,2017,Alberta,Females,3,45300.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Diabetes,1
60,2017,Alberta,Females,3,0.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Exclusive breastfeeding, at least 6 months",1
61,2017,Alberta,Females,3,125800.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Fruit and vegetable consumption, 5 times or more per day",1
62,2017,Alberta,Females,3,355800.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Has a regular healthcare provider,1
63,2017,Alberta,Females,3,35100.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Heavy drinking,1
64,2017,Alberta,Females,3,79500.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,High blood pressure,1
65,2017,Alberta,Females,3,183000.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Influenza immunization in the past 12 months,1
66,2017,Alberta,Females,3,344900.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Life satisfaction, satisfied or very satisfied",1
67,2017,Alberta,Females,3,54300.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,Mood disorder,1
68,2017,Alberta,Females,3,51500.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Perceived health, fair or poor",1
69,2017,Alberta,Females,3,223500.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Perceived health, very good or excellent",1
70,2017,Alberta,Females,3,78700.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Perceived life stress, most days quite a bit or extremely stressful",1
71,2017,Alberta,Females,3,26200.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Perceived mental health, fair or poor",1
72,2017,Alberta,Females,3,265200.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Perceived mental health, very good or excellent",1
73,2017,Alberta,Females,3,230400.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",1
74,2017,Alberta,Females,3,258600.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0,"Sense of belonging to local community, somewhat strong or very strong",1
75,2017,Alberta,Females,4,147900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Arthritis (15 years and over),1
76,2017,Alberta,Females,4,17900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Asthma,1
77,2017,Alberta,Females,4,66800.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Body mass index, adjusted self-reported, adult (18 years and over), obese",1
78,2017,Alberta,Females,4,91600.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",1
79,2017,Alberta,Females,4,0.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Breast milk feeding initiation,1
80,2017,Alberta,Females,4,20200.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Chronic obstructive pulmonary disease (COPD; 35 years and over),1
81,2017,Alberta,Females,4,0.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Contact with a medical doctor in the past 12 months,1
82,2017,Alberta,Females,4,22700.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Current smoker, daily",1
83,2017,Alberta,Females,4,28900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Current smoker, daily or occasional",1
84,2017,Alberta,Females,4,40000.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Diabetes,1
85,2017,Alberta,Females,4,0.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Exclusive breastfeeding, at least 6 months",1
86,2017,Alberta,Females,4,87700.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Fruit and vegetable consumption, 5 times or more per day",1
87,2017,Alberta,Females,4,256000.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Has a regular healthcare provider,1
88,2017,Alberta,Females,4,13500.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Heavy drinking,1
89,2017,Alberta,Females,4,125900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,High blood pressure,1
90,2017,Alberta,Females,4,153900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Influenza immunization in the past 12 months,1
91,2017,Alberta,Females,4,219200.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Life satisfaction, satisfied or very satisfied",1
92,2017,Alberta,Females,4,25700.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,Mood disorder,1
93,2017,Alberta,Females,4,49600.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Perceived health, fair or poor",1
94,2017,Alberta,Females,4,137600.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Perceived health, very good or excellent",1
95,2017,Alberta,Females,4,36400.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Perceived life stress, most days quite a bit or extremely stressful",1
96,2017,Alberta,Females,4,9200.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Perceived mental health, fair or poor",1
97,2017,Alberta,Females,4,185800.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Perceived mental health, very good or excellent",1
98,2017,Alberta,Females,4,96700.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",1
99,2017,Alberta,Females,4,187300.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0,"Sense of belonging to local community, somewhat strong or very strong",1
100,2017,Alberta,Males,1,11700.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Arthritis (15 years and over),0
101,2017,Alberta,Males,1,51800.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Asthma,0
102,2017,Alberta,Males,1,124000.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Body mass index, adjusted self-reported, adult (18 years and over), obese",0
103,2017,Alberta,Males,1,172400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",0
104,2017,Alberta,Males,1,0.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Chronic obstructive pulmonary disease (COPD; 35 years and over),0
105,2017,Alberta,Males,1,0.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Contact with a medical doctor in the past 12 months,0
106,2017,Alberta,Males,1,69400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Current smoker, daily",0
107,2017,Alberta,Males,1,138500.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Current smoker, daily or occasional",0
108,2017,Alberta,Males,1,0.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Diabetes,0
109,2017,Alberta,Males,1,124800.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Fruit and vegetable consumption, 5 times or more per day",0
110,2017,Alberta,Males,1,350900.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Has a regular healthcare provider,0
111,2017,Alberta,Males,1,187400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Heavy drinking,0
112,2017,Alberta,Males,1,14000.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,High blood pressure,0
113,2017,Alberta,Males,1,129300.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Influenza immunization in the past 12 months,0
114,2017,Alberta,Males,1,505900.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Life satisfaction, satisfied or very satisfied",0
115,2017,Alberta,Males,1,41300.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,Mood disorder,0
116,2017,Alberta,Males,1,32400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Perceived health, fair or poor",0
117,2017,Alberta,Males,1,381900.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Perceived health, very good or excellent",0
118,2017,Alberta,Males,1,95700.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Perceived life stress, most days quite a bit or extremely stressful",0
119,2017,Alberta,Males,1,43600.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Perceived mental health, fair or poor",0
120,2017,Alberta,Males,1,370100.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Perceived mental health, very good or excellent",0
121,2017,Alberta,Males,1,395400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",0
122,2017,Alberta,Males,1,328800.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0,"Sense of belonging to local community, somewhat strong or very strong",0
123,2017,Alberta,Males,2,58700.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Arthritis (15 years and over),0
124,2017,Alberta,Males,2,29100.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Asthma,0
125,2017,Alberta,Males,2,170900.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Body mass index, adjusted self-reported, adult (18 years and over), obese",0
126,2017,Alberta,Males,2,187200.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",0
127,2017,Alberta,Males,2,0.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Chronic obstructive pulmonary disease (COPD; 35 years and over),0
128,2017,Alberta,Males,2,0.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Contact with a medical doctor in the past 12 months,0
129,2017,Alberta,Males,2,75000.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Current smoker, daily",0
130,2017,Alberta,Males,2,103700.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Current smoker, daily or occasional",0
131,2017,Alberta,Males,2,15000.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Diabetes,0
132,2017,Alberta,Males,2,104800.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Fruit and vegetable consumption, 5 times or more per day",0
133,2017,Alberta,Males,2,367500.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Has a regular healthcare provider,0
134,2017,Alberta,Males,2,131100.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Heavy drinking,0
135,2017,Alberta,Males,2,62400.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,High blood pressure,0
136,2017,Alberta,Males,2,138200.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Influenza immunization in the past 12 months,0
137,2017,Alberta,Males,2,432000.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Life satisfaction, satisfied or very satisfied",0
138,2017,Alberta,Males,2,28000.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,Mood disorder,0
139,2017,Alberta,Males,2,28600.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Perceived health, fair or poor",0
140,2017,Alberta,Males,2,305200.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Perceived health, very good or excellent",0
141,2017,Alberta,Males,2,98900.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Perceived life stress, most days quite a bit or extremely stressful",0
142,2017,Alberta,Males,2,27600.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Perceived mental health, fair or poor",0
143,2017,Alberta,Males,2,339400.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0,"Perceived mental health, very good or excellent",0
