REF_DATE,GEO,Sex,Age group,Indicators,VALUE
2017,Alberta,Males,1,"Body mass index, adjusted self-reported, adult (18 years and over), obese",124000.0
2017,Alberta,Males,1,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",172400.0
2017,Alberta,Males,1,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0
2017,Alberta,Males,1,Contact with a medical doctor in the past 12 months,0.0
2017,Alberta,Males,1,"Current smoker, daily",69400.0
2017,Alberta,Males,1,"Current smoker, daily or occasional",138500.0
2017,Alberta,Males,1,Diabetes,0.0
2017,Alberta,Males,1,"Fruit and vegetable consumption, 5 times or more per day",124800.0
2017,Alberta,Males,1,Has a regular healthcare provider,350900.0
2017,Alberta,Males,1,Heavy drinking,187400.0
2017,Alberta,Males,1,High blood pressure,14000.0
2017,Alberta,Males,1,Influenza immunization in the past 12 months,129300.0
2017,Alberta,Males,1,"Life satisfaction, satisfied or very satisfied",505900.0
2017,Alberta,Males,1,Mood disorder,41300.0
2017,Alberta,Males,1,"Perceived health, fair or poor",32400.0
2017,Alberta,Males,1,"Perceived health, very good or excellent",381900.0
2017,Alberta,Males,1,"Perceived life stress, most days quite a bit or extremely stressful",95700.0
2017,Alberta,Males,1,"Perceived mental health, fair or poor",43600.0
2017,Alberta,Males,1,"Perceived mental health, very good or excellent",370100.0
2017,Alberta,Males,1,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",395400.0
2017,Alberta,Males,1,"Sense of belonging to local community, somewhat strong or very strong",328800.0
2017,Alberta,Males,2,Arthritis (15 years and over),58700.0
2017,Alberta,Males,2,Asthma,29100.0
2017,Alberta,Males,2,"Body mass index, adjusted self-reported, adult (18 years and over), obese",170900.0
2017,Alberta,Males,2,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",187200.0
2017,Alberta,Males,2,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0
2017,Alberta,Males,2,Contact with a medical doctor in the past 12 months,0.0
2017,Alberta,Males,2,"Current smoker, daily",75000.0
2017,Alberta,Males,2,"Current smoker, daily or occasional",103700.0
2017,Alberta,Males,2,Diabetes,15000.0
2017,Alberta,Males,2,"Fruit and vegetable consumption, 5 times or more per day",104800.0
2017,Alberta,Males,2,Has a regular healthcare provider,367500.0
2017,Alberta,Males,2,Heavy drinking,131100.0
2017,Alberta,Males,2,High blood pressure,62400.0
2017,Alberta,Males,2,Influenza immunization in the past 12 months,138200.0
2017,Alberta,Males,2,"Life satisfaction, satisfied or very satisfied",432000.0
2017,Alberta,Males,2,Mood disorder,28000.0
2017,Alberta,Males,2,"Perceived health, fair or poor",28600.0
2017,Alberta,Males,2,"Perceived health, very good or excellent",305200.0
2017,Alberta,Males,2,"Perceived life stress, most days quite a bit or extremely stressful",98900.0
2017,Alberta,Males,2,"Perceived mental health, fair or poor",27600.0
2017,Alberta,Males,2,"Perceived mental health, very good or excellent",339400.0
2017,Alberta,Males,2,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",298100.0
2017,Alberta,Males,2,"Sense of belonging to local community, somewhat strong or very strong",317900.0
2017,Alberta,Males,3,Arthritis (15 years and over),104300.0
2017,Alberta,Males,3,Asthma,24000.0
2017,Alberta,Males,3,"Body mass index, adjusted self-reported, adult (18 years and over), obese",144200.0
2017,Alberta,Males,3,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",176800.0
2017,Alberta,Males,3,Chronic obstructive pulmonary disease (COPD; 35 years and over),18100.0
2017,Alberta,Males,3,Contact with a medical doctor in the past 12 months,0.0
2017,Alberta,Males,3,"Current smoker, daily",79600.0
2017,Alberta,Males,3,"Current smoker, daily or occasional",98500.0
2017,Alberta,Males,3,Diabetes,66100.0
2017,Alberta,Males,3,"Fruit and vegetable consumption, 5 times or more per day",73700.0
2017,Alberta,Males,3,Has a regular healthcare provider,363100.0
2017,Alberta,Males,3,Heavy drinking,83900.0
2017,Alberta,Males,3,High blood pressure,118800.0
2017,Alberta,Males,3,Influenza immunization in the past 12 months,141300.0
2017,Alberta,Males,3,"Life satisfaction, satisfied or very satisfied",358300.0
2017,Alberta,Males,3,Mood disorder,37900.0
2017,Alberta,Males,3,"Perceived health, fair or poor",67800.0
2017,Alberta,Males,3,"Perceived health, very good or excellent",235200.0
2017,Alberta,Males,3,"Perceived life stress, most days quite a bit or extremely stressful",105600.0
2017,Alberta,Males,3,"Perceived mental health, fair or poor",31400.0
2017,Alberta,Males,3,"Perceived mental health, very good or excellent",288100.0
2017,Alberta,Males,3,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",244600.0
2017,Alberta,Males,3,"Sense of belonging to local community, somewhat strong or very strong",273200.0
2017,Alberta,Males,4,Arthritis (15 years and over),103300.0
2017,Alberta,Males,4,Asthma,13300.0
2017,Alberta,Males,4,"Body mass index, adjusted self-reported, adult (18 years and over), obese",64000.0
2017,Alberta,Males,4,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",93900.0
2017,Alberta,Males,4,Chronic obstructive pulmonary disease (COPD; 35 years and over),18600.0
2017,Alberta,Males,4,Contact with a medical doctor in the past 12 months,0.0
2017,Alberta,Males,4,"Current smoker, daily",16700.0
2017,Alberta,Males,4,"Current smoker, daily or occasional",20800.0
2017,Alberta,Males,4,Diabetes,52700.0
2017,Alberta,Males,4,"Fruit and vegetable consumption, 5 times or more per day",38700.0
2017,Alberta,Males,4,Has a regular healthcare provider,222800.0
2017,Alberta,Males,4,Heavy drinking,23600.0
2017,Alberta,Males,4,High blood pressure,101100.0
2017,Alberta,Males,4,Influenza immunization in the past 12 months,138800.0
2017,Alberta,Males,4,"Life satisfaction, satisfied or very satisfied",190200.0
2017,Alberta,Males,4,Mood disorder,14400.0
2017,Alberta,Males,4,"Perceived health, fair or poor",51900.0
2017,Alberta,Males,4,"Perceived health, very good or excellent",109000.0
2017,Alberta,Males,4,"Perceived life stress, most days quite a bit or extremely stressful",32000.0
2017,Alberta,Males,4,"Perceived mental health, fair or poor",13000.0
2017,Alberta,Males,4,"Perceived mental health, very good or excellent",143100.0
2017,Alberta,Males,4,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",101600.0
2017,Alberta,Males,4,"Sense of belonging to local community, somewhat strong or very strong",164300.0
2017,British Columbia,Females,1,Arthritis (15 years and over),12200.0
2017,British Columbia,Females,1,Asthma,31600.0
2017,British Columbia,Females,1,"Body mass index, adjusted self-reported, adult (18 years and over), obese",55600.0
2017,British Columbia,Females,1,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",137300.0
2017,British Columbia,Females,1,Breast milk feeding initiation,86800.0
2017,British Columbia,Females,1,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0
2017,British Columbia,Females,1,Contact with a medical doctor in the past 12 months,0.0
2017,British Columbia,Females,1,"Current smoker, daily",28900.0
2017,British Columbia,Females,1,"Current smoker, daily or occasional",57800.0
2017,British Columbia,Females,1,Diabetes,0.0
2017,British Columbia,Females,1,"Exclusive breastfeeding, at least 6 months",31200.0
2017,British Columbia,Females,1,"Fruit and vegetable consumption, 5 times or more per day",177700.0
2017,British Columbia,Females,1,Has a regular healthcare provider,394500.0
2017,British Columbia,Females,1,Heavy drinking,122300.0
2017,British Columbia,Females,1,High blood pressure,0.0
2017,British Columbia,Females,1,Influenza immunization in the past 12 months,123500.0
2017,British Columbia,Females,1,"Life satisfaction, satisfied or very satisfied",500800.0
2017,British Columbia,Females,1,Mood disorder,77100.0
2017,British Columbia,Females,1,"Perceived health, fair or poor",40500.0
2017,British Columbia,Females,1,"Perceived health, very good or excellent",373700.0
2017,British Columbia,Females,1,"Perceived life stress, most days quite a bit or extremely stressful",134000.0
2017,British Columbia,Females,1,"Perceived mental health, fair or poor",54700.0
2017,British Columbia,Females,1,"Perceived mental health, very good or excellent",319000.0
2017,British Columbia,Females,1,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",370100.0
2017,British Columbia,Females,1,"Sense of belonging to local community, somewhat strong or very strong",335100.0
2017,British Columbia,Females,2,Arthritis (15 years and over),35200.0
2017,British Columbia,Females,2,Asthma,49200.0
2017,British Columbia,Females,2,"Body mass index, adjusted self-reported, adult (18 years and over), obese",96300.0
2017,British Columbia,Females,2,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",106200.0
2017,British Columbia,Females,2,Breast milk feeding initiation,97300.0
2017,British Columbia,Females,2,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0
2017,British Columbia,Females,2,Contact with a medical doctor in the past 12 months,0.0
2017,British Columbia,Females,2,"Current smoker, daily",32100.0
2017,British Columbia,Females,2,"Current smoker, daily or occasional",46600.0
2017,British Columbia,Females,2,Diabetes,0.0
2017,British Columbia,Females,2,"Exclusive breastfeeding, at least 6 months",54600.0
2017,British Columbia,Females,2,"Fruit and vegetable consumption, 5 times or more per day",176500.0
2017,British Columbia,Females,2,Has a regular healthcare provider,404000.0
2017,British Columbia,Females,2,Heavy drinking,64400.0
2017,British Columbia,Females,2,High blood pressure,32700.0
2017,British Columbia,Females,2,Influenza immunization in the past 12 months,138900.0
2017,British Columbia,Females,2,"Life satisfaction, satisfied or very satisfied",440400.0
2017,British Columbia,Females,2,Mood disorder,62700.0
2017,British Columbia,Females,2,"Perceived health, fair or poor",48200.0
2017,British Columbia,Females,2,"Perceived health, very good or excellent",319900.0
2017,British Columbia,Females,2,"Perceived life stress, most days quite a bit or extremely stressful",134500.0
2017,British Columbia,Females,2,"Perceived mental health, fair or poor",41500.0
2017,British Columbia,Females,2,"Perceived mental health, very good or excellent",317200.0
2017,British Columbia,Females,2,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",282800.0
2017,British Columbia,Females,2,"Sense of belonging to local community, somewhat strong or very strong",353600.0
2017,British Columbia,Females,3,Arthritis (15 years and over),147500.0
2017,British Columbia,Females,3,Asthma,47000.0
2017,British Columbia,Females,3,"Body mass index, adjusted self-reported, adult (18 years and over), obese",123100.0
2017,British Columbia,Females,3,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",154400.0
2017,British Columbia,Females,3,Breast milk feeding initiation,0.0
2017,British Columbia,Females,3,Chronic obstructive pulmonary disease (COPD; 35 years and over),17000.0
2017,British Columbia,Females,3,Contact with a medical doctor in the past 12 months,0.0
2017,British Columbia,Females,3,"Current smoker, daily",43500.0
2017,British Columbia,Females,3,"Current smoker, daily or occasional",57000.0
2017,British Columbia,Females,3,Diabetes,29700.0
2017,British Columbia,Females,3,"Exclusive breastfeeding, at least 6 months",0.0
2017,British Columbia,Females,3,"Fruit and vegetable consumption, 5 times or more per day",160500.0
2017,British Columbia,Females,3,Has a regular healthcare provider,455700.0
2017,British Columbia,Females,3,Heavy drinking,68100.0
2017,British Columbia,Females,3,High blood pressure,106100.0
2017,British Columbia,Females,3,Influenza immunization in the past 12 months,182500.0
2017,British Columbia,Females,3,"Life satisfaction, satisfied or very satisfied",430600.0
2017,British Columbia,Females,3,Mood disorder,79300.0
2017,British Columbia,Females,3,"Perceived health, fair or poor",99400.0
2017,British Columbia,Females,3,"Perceived health, very good or excellent",266600.0
2017,British Columbia,Females,3,"Perceived life stress, most days quite a bit or extremely stressful",114700.0
2017,British Columbia,Females,3,"Perceived mental health, fair or poor",60200.0
2017,British Columbia,Females,3,"Perceived mental health, very good or excellent",302200.0
2017,British Columbia,Females,3,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",323200.0
2017,British Columbia,Females,3,"Sense of belonging to local community, somewhat strong or very strong",341600.0
2017,British Columbia,Females,4,Arthritis (15 years and over),211600.0
2017,British Columbia,Females,4,Asthma,40100.0
2017,British Columbia,Females,4,"Body mass index, adjusted self-reported, adult (18 years and over), obese",91800.0
2017,British Columbia,Females,4,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",133400.0
2017,British Columbia,Females,4,Breast milk feeding initiation,0.0
2017,British Columbia,Females,4,Chronic obstructive pulmonary disease (COPD; 35 years and over),40600.0
2017,British Columbia,Females,4,Contact with a medical doctor in the past 12 months,0.0
2017,British Columbia,Females,4,"Current smoker, daily",22600.0
2017,British Columbia,Females,4,"Current smoker, daily or occasional",29700.0
2017,British Columbia,Females,4,Diabetes,53700.0
2017,British Columbia,Females,4,"Exclusive breastfeeding, at least 6 months",0.0
2017,British Columbia,Females,4,"Fruit and vegetable consumption, 5 times or more per day",144300.0
2017,British Columbia,Females,4,Has a regular healthcare provider,409200.0
2017,British Columbia,Females,4,Heavy drinking,14900.0
2017,British Columbia,Females,4,High blood pressure,181900.0
2017,British Columbia,Females,4,Influenza immunization in the past 12 months,256700.0
2017,British Columbia,Females,4,"Life satisfaction, satisfied or very satisfied",358200.0
2017,British Columbia,Females,4,Mood disorder,40400.0
2017,British Columbia,Females,4,"Perceived health, fair or poor",102300.0
2017,British Columbia,Females,4,"Perceived health, very good or excellent",202800.0
2017,British Columbia,Females,4,"Perceived life stress, most days quite a bit or extremely stressful",62400.0
2017,British Columbia,Females,4,"Perceived mental health, fair or poor",24000.0
2017,British Columbia,Females,4,"Perceived mental health, very good or excellent",278800.0
2017,British Columbia,Females,4,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",213400.0
2017,British Columbia,Females,4,"Sense of belonging to local community, somewhat strong or very strong",318200.0
2017,British Columbia,Males,1,Arthritis (15 years and over),19000.0
2017,British Columbia,Males,1,Asthma,39800.0
2017,British Columbia,Males,1,"Body mass index, adjusted self-reported, adult (18 years and over), obese",72500.0
2017,British Columbia,Males,1,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",184900.0
2017,British Columbia,Males,1,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0
2017,British Columbia,Males,1,Contact with a medical doctor in the past 12 months,0.0
2017,British Columbia,Males,1,"Current smoker, daily",58800.0
2017,British Columbia,Males,1,"Current smoker, daily or occasional",114000.0
2017,British Columbia,Males,1,Diabetes,0.0
2017,British Columbia,Males,1,"Fruit and vegetable consumption, 5 times or more per day",103600.0
2017,British Columbia,Males,1,Has a regular healthcare provider,319100.0
2017,British Columbia,Males,1,Heavy drinking,187700.0
2017,British Columbia,Males,1,High blood pressure,12600.0
2017,British Columbia,Males,1,Influenza immunization in the past 12 months,90300.0
2017,British Columbia,Males,1,"Life satisfaction, satisfied or very satisfied",505600.0
2017,British Columbia,Males,1,Mood disorder,34500.0
2017,British Columbia,Males,1,"Perceived health, fair or poor",34400.0
2017,British Columbia,Males,1,"Perceived health, very good or excellent",374500.0
2017,British Columbia,Males,1,"Perceived life stress, most days quite a bit or extremely stressful",131700.0
2017,British Columbia,Males,1,"Perceived mental health, fair or poor",42900.0
2017,British Columbia,Males,1,"Perceived mental health, very good or excellent",388700.0
2017,British Columbia,Males,1,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",393400.0
2017,British Columbia,Males,1,"Sense of belonging to local community, somewhat strong or very strong",327700.0
2017,British Columbia,Males,2,Arthritis (15 years and over),31300.0
2017,British Columbia,Males,2,Asthma,21400.0
2017,British Columbia,Males,2,"Body mass index, adjusted self-reported, adult (18 years and over), obese",112700.0
2017,British Columbia,Males,2,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",191900.0
2017,British Columbia,Males,2,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0
2017,British Columbia,Males,2,Contact with a medical doctor in the past 12 months,0.0
2017,British Columbia,Males,2,"Current smoker, daily",61700.0
2017,British Columbia,Males,2,"Current smoker, daily or occasional",84000.0
2017,British Columbia,Males,2,Diabetes,13800.0
2017,British Columbia,Males,2,"Fruit and vegetable consumption, 5 times or more per day",114100.0
2017,British Columbia,Males,2,Has a regular healthcare provider,339600.0
2017,British Columbia,Males,2,Heavy drinking,110000.0
2017,British Columbia,Males,2,High blood pressure,42900.0
2017,British Columbia,Males,2,Influenza immunization in the past 12 months,102800.0
2017,British Columbia,Males,2,"Life satisfaction, satisfied or very satisfied",413200.0
2017,British Columbia,Males,2,Mood disorder,46200.0
2017,British Columbia,Males,2,"Perceived health, fair or poor",48100.0
2017,British Columbia,Males,2,"Perceived health, very good or excellent",268100.0
2017,British Columbia,Males,2,"Perceived life stress, most days quite a bit or extremely stressful",115200.0
2017,British Columbia,Males,2,"Perceived mental health, fair or poor",38900.0
2017,British Columbia,Males,2,"Perceived mental health, very good or excellent",313500.0
2017,British Columbia,Males,2,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",308000.0
2017,British Columbia,Males,2,"Sense of belonging to local community, somewhat strong or very strong",299300.0
2017,British Columbia,Males,3,Arthritis (15 years and over),122100.0
2017,British Columbia,Males,3,Asthma,20600.0
2017,British Columbia,Males,3,"Body mass index, adjusted self-reported, adult (18 years and over), obese",135900.0
2017,British Columbia,Males,3,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",187200.0
2017,British Columbia,Males,3,Chronic obstructive pulmonary disease (COPD; 35 years and over),11600.0
2017,British Columbia,Males,3,Contact with a medical doctor in the past 12 months,0.0
2017,British Columbia,Males,3,"Current smoker, daily",72700.0
2017,British Columbia,Males,3,"Current smoker, daily or occasional",107500.0
2017,British Columbia,Males,3,Diabetes,55900.0
2017,British Columbia,Males,3,"Fruit and vegetable consumption, 5 times or more per day",88800.0
2017,British Columbia,Males,3,Has a regular healthcare provider,431400.0
2017,British Columbia,Males,3,Heavy drinking,101400.0
2017,British Columbia,Males,3,High blood pressure,125800.0
2017,British Columbia,Males,3,Influenza immunization in the past 12 months,158500.0
2017,British Columbia,Males,3,"Life satisfaction, satisfied or very satisfied",410600.0
2017,British Columbia,Males,3,Mood disorder,33000.0
2017,British Columbia,Males,3,"Perceived health, fair or poor",67800.0
2017,British Columbia,Males,3,"Perceived health, very good or excellent",256300.0
2017,British Columbia,Males,3,"Perceived life stress, most days quite a bit or extremely stressful",119800.0
2017,British Columbia,Males,3,"Perceived mental health, fair or poor",36300.0
2017,British Columbia,Males,3,"Perceived mental health, very good or excellent",338400.0
2017,British Columbia,Males,3,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",320600.0
2017,British Columbia,Males,3,"Sense of belonging to local community, somewhat strong or very strong",337700.0
2017,British Columbia,Males,4,Arthritis (15 years and over),142900.0
2017,British Columbia,Males,4,Asthma,17600.0
2017,British Columbia,Males,4,"Body mass index, adjusted self-reported, adult (18 years and over), obese",90100.0
2017,British Columbia,Males,4,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",150000.0
2017,British Columbia,Males,4,Chronic obstructive pulmonary disease (COPD; 35 years and over),28700.0
2017,British Columbia,Males,4,Contact with a medical doctor in the past 12 months,0.0
2017,British Columbia,Males,4,"Current smoker, daily",27700.0
2017,British Columbia,Males,4,"Current smoker, daily or occasional",37700.0
2017,British Columbia,Males,4,Diabetes,72600.0
2017,British Columbia,Males,4,"Fruit and vegetable consumption, 5 times or more per day",77500.0
2017,British Columbia,Males,4,Has a regular healthcare provider,368200.0
2017,British Columbia,Males,4,Heavy drinking,46100.0
2017,British Columbia,Males,4,High blood pressure,176400.0
2017,British Columbia,Males,4,Influenza immunization in the past 12 months,205100.0
2017,British Columbia,Males,4,"Life satisfaction, satisfied or very satisfied",312800.0
2017,British Columbia,Males,4,Mood disorder,31300.0
2017,British Columbia,Males,4,"Perceived health, fair or poor",90400.0
2017,British Columbia,Males,4,"Perceived health, very good or excellent",186400.0
2017,British Columbia,Males,4,"Perceived life stress, most days quite a bit or extremely stressful",36600.0
2017,British Columbia,Males,4,"Perceived mental health, fair or poor",31600.0
2017,British Columbia,Males,4,"Perceived mental health, very good or excellent",243100.0
2017,British Columbia,Males,4,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",221600.0
2017,British Columbia,Males,4,"Sense of belonging to local community, somewhat strong or very strong",264800.0
2017,Manitoba,Females,1,Arthritis (15 years and over),0.0
2017,Manitoba,Females,1,Asthma,15500.0
2017,Manitoba,Females,1,"Body mass index, adjusted self-reported, adult (18 years and over), obese",30000.0
2017,Manitoba,Females,1,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",25000.0
2017,Manitoba,Females,1,Breast milk feeding initiation,44200.0
2017,Manitoba,Females,1,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0
2017,Manitoba,Females,1,Contact with a medical doctor in the past 12 months,0.0
2017,Manitoba,Females,1,"Current smoker, daily",18500.0
2017,Manitoba,Females,1,"Current smoker, daily or occasional",26600.0
2017,Manitoba,Females,1,Diabetes,0.0
2017,Manitoba,Females,1,"Exclusive breastfeeding, at least 6 months",11500.0
2017,Manitoba,Females,1,"Fruit and vegetable consumption, 5 times or more per day",42100.0
2017,Manitoba,Females,1,Has a regular healthcare provider,112300.0
2017,Manitoba,Females,1,Heavy drinking,28800.0
2017,Manitoba,Females,1,High blood pressure,8300.0
2017,Manitoba,Females,1,Influenza immunization in the past 12 months,24400.0
2017,Manitoba,Females,1,"Life satisfaction, satisfied or very satisfied",135100.0
