REF_DATE,GEO,Sex,Age group,Indicators,VALUE
2002,Alberta,Females,4,"Perceived mental health, fair or poor",8446.0
2002,Alberta,Females,4,"Perceived mental health, good",50813.0
2002,Alberta,Females,4,"Perceived mental health, very good or excellent",102162.0
2002,Alberta,Females,4,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Alberta,Females,4,"Self-rated work stress, days a bit stressful",0.0
2002,Alberta,Females,4,"Self-rated work stress, days not at all or not very stressful",0.0
2002,Alberta,Females,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0
2002,Alberta,Females,4,"Suicidal thoughts, 12 months",0.0
2002,Alberta,Females,4,"Suicidal thoughts, life",9215.0
2002,Alberta,Males,1,"Cannabis use, 12 months",87298.0
2002,Alberta,Males,1,"Cannabis use, life",131680.0
2002,Alberta,Males,1,"Eating disorder, current diagnosed condition",0.0
2002,Alberta,Males,1,"Major depressive episode, 12 months",11971.0
2002,Alberta,Males,1,"Major depressive episode, life",16383.0
2002,Alberta,Males,1,"Perceived mental health, fair or poor",7293.0
2002,Alberta,Males,1,"Perceived mental health, good",61193.0
2002,Alberta,Males,1,"Perceived mental health, very good or excellent",165409.0
2002,Alberta,Males,1,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Alberta,Males,1,"Self-rated work stress, days a bit stressful",79358.0
2002,Alberta,Males,1,"Self-rated work stress, days not at all or not very stressful",90376.0
2002,Alberta,Males,1,"Self-rated work stress, days quite a bit or extremely stressful",24106.0
2002,Alberta,Males,1,"Suicidal thoughts, 12 months",14508.0
2002,Alberta,Males,1,"Suicidal thoughts, life",40810.0
2002,Alberta,Males,2,"Cannabis use, 12 months",99953.0
2002,Alberta,Males,2,"Cannabis use, life",348462.0
2002,Alberta,Males,2,"Eating disorder, current diagnosed condition",0.0
2002,Alberta,Males,2,"Major depressive episode, 12 months",24462.0
2002,Alberta,Males,2,"Major depressive episode, life",50296.0
2002,Alberta,Males,2,"Perceived mental health, fair or poor",34523.0
2002,Alberta,Males,2,"Perceived mental health, good",147280.0
2002,Alberta,Males,2,"Perceived mental health, very good or excellent",317397.0
2002,Alberta,Males,2,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Alberta,Males,2,"Self-rated work stress, days a bit stressful",214484.0
2002,Alberta,Males,2,"Self-rated work stress, days not at all or not very stressful",127795.0
2002,Alberta,Males,2,"Self-rated work stress, days quite a bit or extremely stressful",140445.0
2002,Alberta,Males,2,"Suicidal thoughts, 12 months",24669.0
2002,Alberta,Males,2,"Suicidal thoughts, life",93391.0
2002,Alberta,Males,3,"Cannabis use, 12 months",16082.0
2002,Alberta,Males,3,"Cannabis use, life",151745.0
2002,Alberta,Males,3,"Eating disorder, current diagnosed condition",0.0
2002,Alberta,Males,3,"Major depressive episode, 12 months",22047.0
2002,Alberta,Males,3,"Major depressive episode, life",39371.0
2002,Alberta,Males,3,"Perceived mental health, fair or poor",28039.0
2002,Alberta,Males,3,"Perceived mental health, good",119807.0
2002,Alberta,Males,3,"Perceived mental health, very good or excellent",206151.0
2002,Alberta,Males,3,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Alberta,Males,3,"Self-rated work stress, days a bit stressful",115847.0
2002,Alberta,Males,3,"Self-rated work stress, days not at all or not very stressful",98722.0
2002,Alberta,Males,3,"Self-rated work stress, days quite a bit or extremely stressful",97447.0
2002,Alberta,Males,3,"Suicidal thoughts, 12 months",12622.0
2002,Alberta,Males,3,"Suicidal thoughts, life",36926.0
2002,Alberta,Males,4,"Cannabis use, 12 months",0.0
2002,Alberta,Males,4,"Cannabis use, life",17438.0
2002,Alberta,Males,4,"Eating disorder, current diagnosed condition",0.0
2002,Alberta,Males,4,"Major depressive episode, 12 months",0.0
2002,Alberta,Males,4,"Major depressive episode, life",0.0
2002,Alberta,Males,4,"Perceived mental health, fair or poor",13770.0
2002,Alberta,Males,4,"Perceived mental health, good",38250.0
2002,Alberta,Males,4,"Perceived mental health, very good or excellent",81681.0
2002,Alberta,Males,4,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Alberta,Males,4,"Self-rated work stress, days a bit stressful",0.0
2002,Alberta,Males,4,"Self-rated work stress, days not at all or not very stressful",12824.0
2002,Alberta,Males,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0
2002,Alberta,Males,4,"Suicidal thoughts, 12 months",0.0
2002,Alberta,Males,4,"Suicidal thoughts, life",0.0
2002,Atlantic Provinces,Females,1,"Cannabis use, 12 months",44826.0
2002,Atlantic Provinces,Females,1,"Cannabis use, life",84636.0
2002,Atlantic Provinces,Females,1,"Eating disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Females,1,"Major depressive episode, 12 months",10733.0
2002,Atlantic Provinces,Females,1,"Major depressive episode, life",17300.0
2002,Atlantic Provinces,Females,1,"Perceived mental health, fair or poor",12464.0
2002,Atlantic Provinces,Females,1,"Perceived mental health, good",44370.0
2002,Atlantic Provinces,Females,1,"Perceived mental health, very good or excellent",99550.0
2002,Atlantic Provinces,Females,1,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Females,1,"Self-rated work stress, days a bit stressful",42669.0
2002,Atlantic Provinces,Females,1,"Self-rated work stress, days not at all or not very stressful",61816.0
2002,Atlantic Provinces,Females,1,"Self-rated work stress, days quite a bit or extremely stressful",23245.0
2002,Atlantic Provinces,Females,1,"Suicidal thoughts, 12 months",8225.0
2002,Atlantic Provinces,Females,1,"Suicidal thoughts, life",25482.0
2002,Atlantic Provinces,Females,2,"Cannabis use, 12 months",24820.0
2002,Atlantic Provinces,Females,2,"Cannabis use, life",188145.0
2002,Atlantic Provinces,Females,2,"Eating disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Females,2,"Major depressive episode, 12 months",20073.0
2002,Atlantic Provinces,Females,2,"Major depressive episode, life",58976.0
2002,Atlantic Provinces,Females,2,"Perceived mental health, fair or poor",27027.0
2002,Atlantic Provinces,Females,2,"Perceived mental health, good",83880.0
2002,Atlantic Provinces,Females,2,"Perceived mental health, very good or excellent",243527.0
2002,Atlantic Provinces,Females,2,"Post-traumatic stress disorder, current diagnosed condition",3900.0
2002,Atlantic Provinces,Females,2,"Self-rated work stress, days a bit stressful",135083.0
2002,Atlantic Provinces,Females,2,"Self-rated work stress, days not at all or not very stressful",91377.0
2002,Atlantic Provinces,Females,2,"Self-rated work stress, days quite a bit or extremely stressful",75294.0
2002,Atlantic Provinces,Females,2,"Suicidal thoughts, 12 months",9481.0
2002,Atlantic Provinces,Females,2,"Suicidal thoughts, life",44171.0
2002,Atlantic Provinces,Females,3,"Cannabis use, 12 months",6539.0
2002,Atlantic Provinces,Females,3,"Cannabis use, life",66032.0
2002,Atlantic Provinces,Females,3,"Eating disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Females,3,"Major depressive episode, 12 months",16142.0
2002,Atlantic Provinces,Females,3,"Major depressive episode, life",49533.0
2002,Atlantic Provinces,Females,3,"Perceived mental health, fair or poor",33416.0
2002,Atlantic Provinces,Females,3,"Perceived mental health, good",102309.0
2002,Atlantic Provinces,Females,3,"Perceived mental health, very good or excellent",173377.0
2002,Atlantic Provinces,Females,3,"Post-traumatic stress disorder, current diagnosed condition",4443.0
2002,Atlantic Provinces,Females,3,"Self-rated work stress, days a bit stressful",70147.0
2002,Atlantic Provinces,Females,3,"Self-rated work stress, days not at all or not very stressful",60871.0
2002,Atlantic Provinces,Females,3,"Self-rated work stress, days quite a bit or extremely stressful",49729.0
2002,Atlantic Provinces,Females,3,"Suicidal thoughts, 12 months",8608.0
2002,Atlantic Provinces,Females,3,"Suicidal thoughts, life",44350.0
2002,Atlantic Provinces,Females,4,"Cannabis use, 12 months",0.0
2002,Atlantic Provinces,Females,4,"Cannabis use, life",3205.0
2002,Atlantic Provinces,Females,4,"Eating disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Females,4,"Major depressive episode, 12 months",2422.0
2002,Atlantic Provinces,Females,4,"Major depressive episode, life",9109.0
2002,Atlantic Provinces,Females,4,"Perceived mental health, fair or poor",10233.0
2002,Atlantic Provinces,Females,4,"Perceived mental health, good",51789.0
2002,Atlantic Provinces,Females,4,"Perceived mental health, very good or excellent",102273.0
2002,Atlantic Provinces,Females,4,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Females,4,"Self-rated work stress, days a bit stressful",2317.0
2002,Atlantic Provinces,Females,4,"Self-rated work stress, days not at all or not very stressful",2486.0
2002,Atlantic Provinces,Females,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0
2002,Atlantic Provinces,Females,4,"Suicidal thoughts, 12 months",0.0
2002,Atlantic Provinces,Females,4,"Suicidal thoughts, life",8710.0
2002,Atlantic Provinces,Males,1,"Cannabis use, 12 months",56853.0
2002,Atlantic Provinces,Males,1,"Cannabis use, life",89412.0
2002,Atlantic Provinces,Males,1,"Eating disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Males,1,"Major depressive episode, 12 months",4195.0
2002,Atlantic Provinces,Males,1,"Major depressive episode, life",5809.0
2002,Atlantic Provinces,Males,1,"Perceived mental health, fair or poor",7022.0
2002,Atlantic Provinces,Males,1,"Perceived mental health, good",27568.0
2002,Atlantic Provinces,Males,1,"Perceived mental health, very good or excellent",125714.0
2002,Atlantic Provinces,Males,1,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Males,1,"Self-rated work stress, days a bit stressful",47493.0
2002,Atlantic Provinces,Males,1,"Self-rated work stress, days not at all or not very stressful",79132.0
2002,Atlantic Provinces,Males,1,"Self-rated work stress, days quite a bit or extremely stressful",11787.0
2002,Atlantic Provinces,Males,1,"Suicidal thoughts, 12 months",7199.0
2002,Atlantic Provinces,Males,1,"Suicidal thoughts, life",16883.0
2002,Atlantic Provinces,Males,2,"Cannabis use, 12 months",68768.0
2002,Atlantic Provinces,Males,2,"Cannabis use, life",232066.0
2002,Atlantic Provinces,Males,2,"Eating disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Males,2,"Major depressive episode, 12 months",11476.0
2002,Atlantic Provinces,Males,2,"Major depressive episode, life",30350.0
2002,Atlantic Provinces,Males,2,"Perceived mental health, fair or poor",23454.0
2002,Atlantic Provinces,Males,2,"Perceived mental health, good",77683.0
2002,Atlantic Provinces,Males,2,"Perceived mental health, very good or excellent",239753.0
2002,Atlantic Provinces,Males,2,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Males,2,"Self-rated work stress, days a bit stressful",141277.0
2002,Atlantic Provinces,Males,2,"Self-rated work stress, days not at all or not very stressful",102170.0
2002,Atlantic Provinces,Males,2,"Self-rated work stress, days quite a bit or extremely stressful",78583.0
2002,Atlantic Provinces,Males,2,"Suicidal thoughts, 12 months",12110.0
2002,Atlantic Provinces,Males,2,"Suicidal thoughts, life",40375.0
2002,Atlantic Provinces,Males,3,"Cannabis use, 12 months",26672.0
2002,Atlantic Provinces,Males,3,"Cannabis use, life",123035.0
2002,Atlantic Provinces,Males,3,"Eating disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Males,3,"Major depressive episode, 12 months",8840.0
2002,Atlantic Provinces,Males,3,"Major depressive episode, life",29796.0
2002,Atlantic Provinces,Males,3,"Perceived mental health, fair or poor",18688.0
2002,Atlantic Provinces,Males,3,"Perceived mental health, good",85671.0
2002,Atlantic Provinces,Males,3,"Perceived mental health, very good or excellent",198761.0
2002,Atlantic Provinces,Males,3,"Post-traumatic stress disorder, current diagnosed condition",2906.0
2002,Atlantic Provinces,Males,3,"Self-rated work stress, days a bit stressful",90723.0
2002,Atlantic Provinces,Males,3,"Self-rated work stress, days not at all or not very stressful",85257.0
2002,Atlantic Provinces,Males,3,"Self-rated work stress, days quite a bit or extremely stressful",55082.0
2002,Atlantic Provinces,Males,3,"Suicidal thoughts, 12 months",8185.0
2002,Atlantic Provinces,Males,3,"Suicidal thoughts, life",31787.0
2002,Atlantic Provinces,Males,4,"Cannabis use, 12 months",0.0
2002,Atlantic Provinces,Males,4,"Cannabis use, life",6264.0
2002,Atlantic Provinces,Males,4,"Eating disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Males,4,"Major depressive episode, 12 months",0.0
2002,Atlantic Provinces,Males,4,"Major depressive episode, life",3757.0
2002,Atlantic Provinces,Males,4,"Perceived mental health, fair or poor",7716.0
2002,Atlantic Provinces,Males,4,"Perceived mental health, good",40211.0
2002,Atlantic Provinces,Males,4,"Perceived mental health, very good or excellent",77368.0
2002,Atlantic Provinces,Males,4,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Atlantic Provinces,Males,4,"Self-rated work stress, days a bit stressful",0.0
2002,Atlantic Provinces,Males,4,"Self-rated work stress, days not at all or not very stressful",7903.0
2002,Atlantic Provinces,Males,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0
2002,Atlantic Provinces,Males,4,"Suicidal thoughts, 12 months",0.0
2002,Atlantic Provinces,Males,4,"Suicidal thoughts, life",5223.0
2002,British Columbia,Females,1,"Cannabis use, 12 months",84976.0
2002,British Columbia,Females,1,"Cannabis use, life",153560.0
2002,British Columbia,Females,1,"Eating disorder, current diagnosed condition",0.0
2002,British Columbia,Females,1,"Major depressive episode, 12 months",18037.0
2002,British Columbia,Females,1,"Major depressive episode, life",35538.0
2002,British Columbia,Females,1,"Perceived mental health, fair or poor",27694.0
2002,British Columbia,Females,1,"Perceived mental health, good",83805.0
2002,British Columbia,Females,1,"Perceived mental health, very good or excellent",155970.0
2002,British Columbia,Females,1,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,British Columbia,Females,1,"Self-rated work stress, days a bit stressful",60247.0
2002,British Columbia,Females,1,"Self-rated work stress, days not at all or not very stressful",85004.0
2002,British Columbia,Females,1,"Self-rated work stress, days quite a bit or extremely stressful",53900.0
2002,British Columbia,Females,1,"Suicidal thoughts, 12 months",26293.0
2002,British Columbia,Females,1,"Suicidal thoughts, life",62958.0
2002,British Columbia,Females,2,"Cannabis use, 12 months",87104.0
2002,British Columbia,Females,2,"Cannabis use, life",345884.0
2002,British Columbia,Females,2,"Eating disorder, current diagnosed condition",0.0
2002,British Columbia,Females,2,"Major depressive episode, 12 months",51868.0
2002,British Columbia,Females,2,"Major depressive episode, life",123369.0
2002,British Columbia,Females,2,"Perceived mental health, fair or poor",71271.0
2002,British Columbia,Females,2,"Perceived mental health, good",201137.0
2002,British Columbia,Females,2,"Perceived mental health, very good or excellent",351773.0
2002,British Columbia,Females,2,"Post-traumatic stress disorder, current diagnosed condition",20226.0
2002,British Columbia,Females,2,"Self-rated work stress, days a bit stressful",225340.0
2002,British Columbia,Females,2,"Self-rated work stress, days not at all or not very stressful",136100.0
2002,British Columbia,Females,2,"Self-rated work stress, days quite a bit or extremely stressful",150759.0
2002,British Columbia,Females,2,"Suicidal thoughts, 12 months",28246.0
2002,British Columbia,Females,2,"Suicidal thoughts, life",123475.0
2002,British Columbia,Females,3,"Cannabis use, 12 months",26687.0
2002,British Columbia,Females,3,"Cannabis use, life",200297.0
2002,British Columbia,Females,3,"Eating disorder, current diagnosed condition",0.0
2002,British Columbia,Females,3,"Major depressive episode, 12 months",26526.0
2002,British Columbia,Females,3,"Major depressive episode, life",118029.0
2002,British Columbia,Females,3,"Perceived mental health, fair or poor",35257.0
2002,British Columbia,Females,3,"Perceived mental health, good",143352.0
2002,British Columbia,Females,3,"Perceived mental health, very good or excellent",340954.0
2002,British Columbia,Females,3,"Post-traumatic stress disorder, current diagnosed condition",9791.0
2002,British Columbia,Females,3,"Self-rated work stress, days a bit stressful",141287.0
2002,British Columbia,Females,3,"Self-rated work stress, days not at all or not very stressful",106599.0
2002,British Columbia,Females,3,"Self-rated work stress, days quite a bit or extremely stressful",126796.0
2002,British Columbia,Females,3,"Suicidal thoughts, 12 months",0.0
2002,British Columbia,Females,3,"Suicidal thoughts, life",80704.0
2002,British Columbia,Females,4,"Cannabis use, 12 months",0.0
2002,British Columbia,Females,4,"Cannabis use, life",13823.0
2002,British Columbia,Females,4,"Eating disorder, current diagnosed condition",0.0
2002,British Columbia,Females,4,"Major depressive episode, 12 months",0.0
2002,British Columbia,Females,4,"Major depressive episode, life",21865.0
2002,British Columbia,Females,4,"Perceived mental health, fair or poor",16440.0
2002,British Columbia,Females,4,"Perceived mental health, good",83921.0
2002,British Columbia,Females,4,"Perceived mental health, very good or excellent",182497.0
2002,British Columbia,Females,4,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,British Columbia,Females,4,"Self-rated work stress, days a bit stressful",0.0
2002,British Columbia,Females,4,"Self-rated work stress, days not at all or not very stressful",0.0
2002,British Columbia,Females,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0
2002,British Columbia,Females,4,"Suicidal thoughts, 12 months",0.0
2002,British Columbia,Females,4,"Suicidal thoughts, life",18440.0
2002,British Columbia,Males,1,"Cannabis use, 12 months",107315.0
2002,British Columbia,Males,1,"Cannabis use, life",156734.0
2002,British Columbia,Males,1,"Eating disorder, current diagnosed condition",0.0
2002,British Columbia,Males,1,"Major depressive episode, 12 months",7499.0
2002,British Columbia,Males,1,"Major depressive episode, life",13565.0
2002,British Columbia,Males,1,"Perceived mental health, fair or poor",13720.0
2002,British Columbia,Males,1,"Perceived mental health, good",70464.0
2002,British Columbia,Males,1,"Perceived mental health, very good or excellent",191347.0
2002,British Columbia,Males,1,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,British Columbia,Males,1,"Self-rated work stress, days a bit stressful",84972.0
2002,British Columbia,Males,1,"Self-rated work stress, days not at all or not very stressful",95624.0
2002,British Columbia,Males,1,"Self-rated work stress, days quite a bit or extremely stressful",33110.0
2002,British Columbia,Males,1,"Suicidal thoughts, 12 months",12074.0
2002,British Columbia,Males,1,"Suicidal thoughts, life",38179.0
2002,British Columbia,Males,2,"Cannabis use, 12 months",161758.0
2002,British Columbia,Males,2,"Cannabis use, life",411757.0
2002,British Columbia,Males,2,"Eating disorder, current diagnosed condition",0.0
2002,British Columbia,Males,2,"Major depressive episode, 12 months",35741.0
2002,British Columbia,Males,2,"Major depressive episode, life",80106.0
2002,British Columbia,Males,2,"Perceived mental health, fair or poor",60743.0
2002,British Columbia,Males,2,"Perceived mental health, good",180779.0
2002,British Columbia,Males,2,"Perceived mental health, very good or excellent",374411.0
2002,British Columbia,Males,2,"Post-traumatic stress disorder, current diagnosed condition",11797.0
2002,British Columbia,Males,2,"Self-rated work stress, days a bit stressful",226679.0
2002,British Columbia,Males,2,"Self-rated work stress, days not at all or not very stressful",165376.0
2002,British Columbia,Males,2,"Self-rated work stress, days quite a bit or extremely stressful",193183.0
2002,British Columbia,Males,2,"Suicidal thoughts, 12 months",20305.0
2002,British Columbia,Males,2,"Suicidal thoughts, life",111876.0
2002,British Columbia,Males,3,"Cannabis use, 12 months",52425.0
2002,British Columbia,Males,3,"Cannabis use, life",276402.0
2002,British Columbia,Males,3,"Eating disorder, current diagnosed condition",0.0
2002,British Columbia,Males,3,"Major depressive episode, 12 months",15029.0
2002,British Columbia,Males,3,"Major depressive episode, life",45289.0
2002,British Columbia,Males,3,"Perceived mental health, fair or poor",44481.0
2002,British Columbia,Males,3,"Perceived mental health, good",150327.0
2002,British Columbia,Males,3,"Perceived mental health, very good or excellent",318274.0
2002,British Columbia,Males,3,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,British Columbia,Males,3,"Self-rated work stress, days a bit stressful",183488.0
2002,British Columbia,Males,3,"Self-rated work stress, days not at all or not very stressful",135065.0
2002,British Columbia,Males,3,"Self-rated work stress, days quite a bit or extremely stressful",113491.0
2002,British Columbia,Males,3,"Suicidal thoughts, 12 months",20284.0
2002,British Columbia,Males,3,"Suicidal thoughts, life",77812.0
2002,British Columbia,Males,4,"Cannabis use, 12 months",0.0
2002,British Columbia,Males,4,"Cannabis use, life",23500.0
2002,British Columbia,Males,4,"Eating disorder, current diagnosed condition",0.0
2002,British Columbia,Males,4,"Major depressive episode, 12 months",0.0
2002,British Columbia,Males,4,"Major depressive episode, life",15601.0
2002,British Columbia,Males,4,"Perceived mental health, fair or poor",13878.0
2002,British Columbia,Males,4,"Perceived mental health, good",70128.0
2002,British Columbia,Males,4,"Perceived mental health, very good or excellent",148027.0
2002,British Columbia,Males,4,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,British Columbia,Males,4,"Self-rated work stress, days a bit stressful",0.0
2002,British Columbia,Males,4,"Self-rated work stress, days not at all or not very stressful",19129.0
2002,British Columbia,Males,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0
2002,British Columbia,Males,4,"Suicidal thoughts, 12 months",0.0
2002,British Columbia,Males,4,"Suicidal thoughts, life",14972.0
2002,Manitoba,Females,1,"Cannabis use, 12 months",16390.0
2002,Manitoba,Females,1,"Cannabis use, life",33047.0
2002,Manitoba,Females,1,"Eating disorder, current diagnosed condition",0.0
2002,Manitoba,Females,1,"Major depressive episode, 12 months",5852.0
2002,Manitoba,Females,1,"Major depressive episode, life",7165.0
2002,Manitoba,Females,1,"Perceived mental health, fair or poor",0.0
2002,Manitoba,Females,1,"Perceived mental health, good",19760.0
2002,Manitoba,Females,1,"Perceived mental health, very good or excellent",49184.0
2002,Manitoba,Females,1,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Manitoba,Females,1,"Self-rated work stress, days a bit stressful",22597.0
2002,Manitoba,Females,1,"Self-rated work stress, days not at all or not very stressful",26934.0
2002,Manitoba,Females,1,"Self-rated work stress, days quite a bit or extremely stressful",11740.0
2002,Manitoba,Females,1,"Suicidal thoughts, 12 months",0.0
2002,Manitoba,Females,1,"Suicidal thoughts, life",12463.0
2002,Manitoba,Females,2,"Cannabis use, 12 months",11588.0
2002,Manitoba,Females,2,"Cannabis use, life",72362.0
2002,Manitoba,Females,2,"Eating disorder, current diagnosed condition",0.0
2002,Manitoba,Females,2,"Major depressive episode, 12 months",10154.0
2002,Manitoba,Females,2,"Major depressive episode, life",23396.0
2002,Manitoba,Females,2,"Perceived mental health, fair or poor",12882.0
2002,Manitoba,Females,2,"Perceived mental health, good",38491.0
2002,Manitoba,Females,2,"Perceived mental health, very good or excellent",103986.0
2002,Manitoba,Females,2,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Manitoba,Females,2,"Self-rated work stress, days a bit stressful",50395.0
2002,Manitoba,Females,2,"Self-rated work stress, days not at all or not very stressful",32485.0
2002,Manitoba,Females,2,"Self-rated work stress, days quite a bit or extremely stressful",42275.0
2002,Manitoba,Females,2,"Suicidal thoughts, 12 months",0.0
2002,Manitoba,Females,2,"Suicidal thoughts, life",24223.0
2002,Manitoba,Females,3,"Cannabis use, 12 months",0.0
2002,Manitoba,Females,3,"Cannabis use, life",37257.0
2002,Manitoba,Females,3,"Eating disorder, current diagnosed condition",0.0
2002,Manitoba,Females,3,"Major depressive episode, 12 months",0.0
2002,Manitoba,Females,3,"Major depressive episode, life",17124.0
2002,Manitoba,Females,3,"Perceived mental health, fair or poor",8423.0
2002,Manitoba,Females,3,"Perceived mental health, good",37168.0
2002,Manitoba,Females,3,"Perceived mental health, very good or excellent",84408.0
2002,Manitoba,Females,3,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Manitoba,Females,3,"Self-rated work stress, days a bit stressful",39041.0
2002,Manitoba,Females,3,"Self-rated work stress, days not at all or not very stressful",26818.0
2002,Manitoba,Females,3,"Self-rated work stress, days quite a bit or extremely stressful",33699.0
2002,Manitoba,Females,3,"Suicidal thoughts, 12 months",2962.0
2002,Manitoba,Females,3,"Suicidal thoughts, life",16921.0
2002,Manitoba,Females,4,"Cannabis use, 12 months",0.0
2002,Manitoba,Females,4,"Cannabis use, life",0.0
2002,Manitoba,Females,4,"Eating disorder, current diagnosed condition",0.0
2002,Manitoba,Females,4,"Major depressive episode, 12 months",0.0
2002,Manitoba,Females,4,"Major depressive episode, life",5973.0
2002,Manitoba,Females,4,"Perceived mental health, fair or poor",7019.0
2002,Manitoba,Females,4,"Perceived mental health, good",24719.0
2002,Manitoba,Females,4,"Perceived mental health, very good or excellent",49045.0
2002,Manitoba,Females,4,"Post-traumatic stress disorder, current diagnosed condition",0.0
2002,Manitoba,Females,4,"Self-rated work stress, days a bit stressful",0.0
2002,Manitoba,Females,4,"Self-rated work stress, days not at all or not very stressful",0.0
2002,Manitoba,Females,4,"Self-rated work stress, days quite a bit or extremely stressful",0.0
2002,Manitoba,Females,4,"Suicidal thoughts, 12 months",0.0
2002,Manitoba,Females,4,"Suicidal thoughts, life",4097.0
2002,Manitoba,Males,1,"Cannabis use, 12 months",24371.0
