,Year,Province,Sex,Age_group,Indicators_Health,Num_Person_Health,J_L_R_Dissatisfied,J_L_R_Going_to_school,J_L_R_not_worked_last_year,J_L_R_Job_leavers,J_L_R_Jobs_losers,J_L_R_Never_worked,J_L_R_Other_reasons,J_L_R_Own_illness_disability,J_L_R_Permanent_layoff,J_L_R_Personal_family_reasons,J_L_R_Retired,J_L_R_Temporary_layoff
13,2017,Alberta,Females,1,Heavy drinking,128800.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
14,2017,Alberta,Females,1,High blood pressure,0.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
15,2017,Alberta,Females,1,Influenza immunization in the past 12 months,169200.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
16,2017,Alberta,Females,1,"Life satisfaction, satisfied or very satisfied",493900.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
17,2017,Alberta,Females,1,Mood disorder,72300.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
18,2017,Alberta,Females,1,"Perceived health, fair or poor",35200.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
19,2017,Alberta,Females,1,"Perceived health, very good or excellent",359700.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
20,2017,Alberta,Females,1,"Perceived life stress, most days quite a bit or extremely stressful",122700.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
21,2017,Alberta,Females,1,"Perceived mental health, fair or poor",52700.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
22,2017,Alberta,Females,1,"Perceived mental health, very good or excellent",325300.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
23,2017,Alberta,Females,1,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",336800.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
24,2017,Alberta,Females,1,"Sense of belonging to local community, somewhat strong or very strong",335600.0,5000.0,37700.0,24600.0,51400.0,24000.0,103400.0,1700.0,0.0,23500.0,1500.0,0.0,0.0
25,2017,Alberta,Females,2,Arthritis (15 years and over),44600.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
26,2017,Alberta,Females,2,Asthma,39500.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
27,2017,Alberta,Females,2,"Body mass index, adjusted self-reported, adult (18 years and over), obese",133000.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
28,2017,Alberta,Females,2,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",112300.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
29,2017,Alberta,Females,2,Breast milk feeding initiation,61400.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
30,2017,Alberta,Females,2,Chronic obstructive pulmonary disease (COPD; 35 years and over),7900.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
31,2017,Alberta,Females,2,Contact with a medical doctor in the past 12 months,0.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
32,2017,Alberta,Females,2,"Current smoker, daily",50900.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
33,2017,Alberta,Females,2,"Current smoker, daily or occasional",58000.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
34,2017,Alberta,Females,2,Diabetes,15400.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
35,2017,Alberta,Females,2,"Exclusive breastfeeding, at least 6 months",22300.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
36,2017,Alberta,Females,2,"Fruit and vegetable consumption, 5 times or more per day",159600.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
37,2017,Alberta,Females,2,Has a regular healthcare provider,391100.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
38,2017,Alberta,Females,2,Heavy drinking,79600.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
39,2017,Alberta,Females,2,High blood pressure,40800.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
40,2017,Alberta,Females,2,Influenza immunization in the past 12 months,132600.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
41,2017,Alberta,Females,2,"Life satisfaction, satisfied or very satisfied",414500.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
42,2017,Alberta,Females,2,Mood disorder,54200.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
43,2017,Alberta,Females,2,"Perceived health, fair or poor",34800.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
44,2017,Alberta,Females,2,"Perceived health, very good or excellent",288700.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
45,2017,Alberta,Females,2,"Perceived life stress, most days quite a bit or extremely stressful",101900.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
46,2017,Alberta,Females,2,"Perceived mental health, fair or poor",26700.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
47,2017,Alberta,Females,2,"Perceived mental health, very good or excellent",307100.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
48,2017,Alberta,Females,2,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",275400.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
49,2017,Alberta,Females,2,"Sense of belonging to local community, somewhat strong or very strong",286400.0,10500.0,7300.0,242200.0,63300.0,59400.0,66600.0,11200.0,7500.0,58600.0,23100.0,0.0,0.0
50,2017,Alberta,Females,3,Arthritis (15 years and over),127600.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
51,2017,Alberta,Females,3,Asthma,24800.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
52,2017,Alberta,Females,3,"Body mass index, adjusted self-reported, adult (18 years and over), obese",112400.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
53,2017,Alberta,Females,3,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",112000.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
54,2017,Alberta,Females,3,Breast milk feeding initiation,0.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
55,2017,Alberta,Females,3,Chronic obstructive pulmonary disease (COPD; 35 years and over),16100.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
56,2017,Alberta,Females,3,Contact with a medical doctor in the past 12 months,0.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
57,2017,Alberta,Females,3,"Current smoker, daily",42000.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
58,2017,Alberta,Females,3,"Current smoker, daily or occasional",49400.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
59,2017,Alberta,Females,3,Diabetes,45300.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
60,2017,Alberta,Females,3,"Exclusive breastfeeding, at least 6 months",0.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
61,2017,Alberta,Females,3,"Fruit and vegetable consumption, 5 times or more per day",125800.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
62,2017,Alberta,Females,3,Has a regular healthcare provider,355800.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
63,2017,Alberta,Females,3,Heavy drinking,35100.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
64,2017,Alberta,Females,3,High blood pressure,79500.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
65,2017,Alberta,Females,3,Influenza immunization in the past 12 months,183000.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
66,2017,Alberta,Females,3,"Life satisfaction, satisfied or very satisfied",344900.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
67,2017,Alberta,Females,3,Mood disorder,54300.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
68,2017,Alberta,Females,3,"Perceived health, fair or poor",51500.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
69,2017,Alberta,Females,3,"Perceived health, very good or excellent",223500.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
70,2017,Alberta,Females,3,"Perceived life stress, most days quite a bit or extremely stressful",78700.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
71,2017,Alberta,Females,3,"Perceived mental health, fair or poor",26200.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
72,2017,Alberta,Females,3,"Perceived mental health, very good or excellent",265200.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
73,2017,Alberta,Females,3,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",230400.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
74,2017,Alberta,Females,3,"Sense of belonging to local community, somewhat strong or very strong",258600.0,3300.0,0.0,153900.0,17800.0,17700.0,14100.0,0.0,4600.0,17400.0,0.0,7600.0,0.0
75,2017,Alberta,Females,4,Arthritis (15 years and over),147900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
76,2017,Alberta,Females,4,Asthma,17900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
77,2017,Alberta,Females,4,"Body mass index, adjusted self-reported, adult (18 years and over), obese",66800.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
78,2017,Alberta,Females,4,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",91600.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
79,2017,Alberta,Females,4,Breast milk feeding initiation,0.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
80,2017,Alberta,Females,4,Chronic obstructive pulmonary disease (COPD; 35 years and over),20200.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
81,2017,Alberta,Females,4,Contact with a medical doctor in the past 12 months,0.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
82,2017,Alberta,Females,4,"Current smoker, daily",22700.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
83,2017,Alberta,Females,4,"Current smoker, daily or occasional",28900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
84,2017,Alberta,Females,4,Diabetes,40000.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
85,2017,Alberta,Females,4,"Exclusive breastfeeding, at least 6 months",0.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
86,2017,Alberta,Females,4,"Fruit and vegetable consumption, 5 times or more per day",87700.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
87,2017,Alberta,Females,4,Has a regular healthcare provider,256000.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
88,2017,Alberta,Females,4,Heavy drinking,13500.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
89,2017,Alberta,Females,4,High blood pressure,125900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
90,2017,Alberta,Females,4,Influenza immunization in the past 12 months,153900.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
91,2017,Alberta,Females,4,"Life satisfaction, satisfied or very satisfied",219200.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
92,2017,Alberta,Females,4,Mood disorder,25700.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
93,2017,Alberta,Females,4,"Perceived health, fair or poor",49600.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
94,2017,Alberta,Females,4,"Perceived health, very good or excellent",137600.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
95,2017,Alberta,Females,4,"Perceived life stress, most days quite a bit or extremely stressful",36400.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
96,2017,Alberta,Females,4,"Perceived mental health, fair or poor",9200.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
97,2017,Alberta,Females,4,"Perceived mental health, very good or excellent",185800.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
98,2017,Alberta,Females,4,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",96700.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
99,2017,Alberta,Females,4,"Sense of belonging to local community, somewhat strong or very strong",187300.0,0.0,0.0,392700.0,13200.0,6600.0,49000.0,0.0,0.0,6500.0,0.0,10000.0,0.0
100,2017,Alberta,Males,1,Arthritis (15 years and over),11700.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
101,2017,Alberta,Males,1,Asthma,51800.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
102,2017,Alberta,Males,1,"Body mass index, adjusted self-reported, adult (18 years and over), obese",124000.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
103,2017,Alberta,Males,1,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",172400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
104,2017,Alberta,Males,1,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
105,2017,Alberta,Males,1,Contact with a medical doctor in the past 12 months,0.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
106,2017,Alberta,Males,1,"Current smoker, daily",69400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
107,2017,Alberta,Males,1,"Current smoker, daily or occasional",138500.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
108,2017,Alberta,Males,1,Diabetes,0.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
109,2017,Alberta,Males,1,"Fruit and vegetable consumption, 5 times or more per day",124800.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
110,2017,Alberta,Males,1,Has a regular healthcare provider,350900.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
111,2017,Alberta,Males,1,Heavy drinking,187400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
112,2017,Alberta,Males,1,High blood pressure,14000.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
113,2017,Alberta,Males,1,Influenza immunization in the past 12 months,129300.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
114,2017,Alberta,Males,1,"Life satisfaction, satisfied or very satisfied",505900.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
115,2017,Alberta,Males,1,Mood disorder,41300.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
116,2017,Alberta,Males,1,"Perceived health, fair or poor",32400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
117,2017,Alberta,Males,1,"Perceived health, very good or excellent",381900.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
118,2017,Alberta,Males,1,"Perceived life stress, most days quite a bit or extremely stressful",95700.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
119,2017,Alberta,Males,1,"Perceived mental health, fair or poor",43600.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
120,2017,Alberta,Males,1,"Perceived mental health, very good or excellent",370100.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
121,2017,Alberta,Males,1,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",395400.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
122,2017,Alberta,Males,1,"Sense of belonging to local community, somewhat strong or very strong",328800.0,9000.0,41600.0,30600.0,55400.0,32600.0,105000.0,0.0,0.0,31000.0,0.0,0.0,0.0
123,2017,Alberta,Males,2,Arthritis (15 years and over),58700.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
124,2017,Alberta,Males,2,Asthma,29100.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
125,2017,Alberta,Males,2,"Body mass index, adjusted self-reported, adult (18 years and over), obese",170900.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
126,2017,Alberta,Males,2,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",187200.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
127,2017,Alberta,Males,2,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
128,2017,Alberta,Males,2,Contact with a medical doctor in the past 12 months,0.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
129,2017,Alberta,Males,2,"Current smoker, daily",75000.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
130,2017,Alberta,Males,2,"Current smoker, daily or occasional",103700.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
131,2017,Alberta,Males,2,Diabetes,15000.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
132,2017,Alberta,Males,2,"Fruit and vegetable consumption, 5 times or more per day",104800.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
133,2017,Alberta,Males,2,Has a regular healthcare provider,367500.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
134,2017,Alberta,Males,2,Heavy drinking,131100.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
135,2017,Alberta,Males,2,High blood pressure,62400.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
136,2017,Alberta,Males,2,Influenza immunization in the past 12 months,138200.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
137,2017,Alberta,Males,2,"Life satisfaction, satisfied or very satisfied",432000.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
138,2017,Alberta,Males,2,Mood disorder,28000.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
139,2017,Alberta,Males,2,"Perceived health, fair or poor",28600.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
140,2017,Alberta,Males,2,"Perceived health, very good or excellent",305200.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
141,2017,Alberta,Males,2,"Perceived life stress, most days quite a bit or extremely stressful",98900.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
142,2017,Alberta,Males,2,"Perceived mental health, fair or poor",27600.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
143,2017,Alberta,Males,2,"Perceived mental health, very good or excellent",339400.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
144,2017,Alberta,Males,2,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",298100.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
145,2017,Alberta,Males,2,"Sense of belonging to local community, somewhat strong or very strong",317900.0,7200.0,7700.0,94200.0,36800.0,76200.0,22600.0,6700.0,7200.0,72900.0,0.0,0.0,3200.0
146,2017,Alberta,Males,3,Arthritis (15 years and over),104300.0,1500.0,0.0,101300.0,16200.0,24700.0,5500.0,0.0,1800.0,23600.0,0.0,7000.0,0.0
